CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
12.181.987/0001-77;2025-12-31;4;149588;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;5.00;360000.01;60000.68;228000.03;O número de membros de cada órgão foi apurado da forma especificada no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP. A maior remuneração do membro do Conselho de Administração foi percebida por membro que exerceu a função durante os 12 meses do exercício. O valor da menor remuneração anual individual do membro do Conselho de Administração foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros da Conselho de Administração dividido pelo número de membros remunerados informado no item 8.2 acima.
12.300.288/0001-07;2025-12-31;1;148937;NORTE ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.75;9.75;163497.60;163497.60;163497.60;O valor da menor remuneração foi apurado com a exclusão de membros que tenham exercido o cargo por menos de 12 meses. O membro que recebeu o valor da maior remuneração anual individual exerceu suas funções na Companhia durante os 12 meses do exercício social, quanto ao valor médio, é a composição do custo total dividido pelo número total de membros remunerados que exerceram suas funções durante os 12 meses do exercício social.
12.300.288/0001-07;2025-12-31;1;148937;NORTE ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;3755030.26;2303954.12;2718577.15;O valor da menor remuneração foi apurado com a exclusão de membros que tenham exercido o cargo por menos de 12 meses. O membro que recebeu o valor da maior remuneração anual individual exerceu suas funções na Companhia durante os 12 meses do exercício social, quanto ao valor médio, é a composição do custo total dividido pelo número total de membros remunerados que exerceram suas funções durante os 12 meses do exercício social.
12.300.288/0001-07;2025-12-31;1;148937;NORTE ENERGIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;4.58;3.17;137229.29;137229.29;137229.29;O valor da menor remuneração foi apurado com a exclusão de membros que tenham exercido o cargo por menos de 12 meses. O membro que recebeu o valor da maior remuneração anual individual exerceu suas funções na Companhia durante os 12 meses do exercício social, quanto ao valor médio, é a composição do custo total dividido pelo número total de membros remunerados que exerceram suas funções durante os 12 meses do exercício social.
12.300.288/0001-07;2025-12-31;1;148937;NORTE ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;12.00;10.00;190368.00;190368.00;190368.00;
12.300.288/0001-07;2025-12-31;1;148937;NORTE ENERGIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;5.00;4.00;155944.32;146724.88;117828.66;
12.300.288/0001-07;2025-12-31;1;148937;NORTE ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;3.67;3514651.66;1120962.14;2329733.04;
12.300.288/0001-07;2025-12-31;1;148937;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;4.00;146724.88;43312.97;82227.91;
12.300.288/0001-07;2025-12-31;1;148937;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.00;11.00;173924.65;173924.65;173924.65;
12.300.288/0001-07;2025-12-31;1;148937;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;3418868.87;2143920.75;2544082.48;
12.420.164/0001-57;2025-12-31;2;149343;CM HOSPITALAR S.A;2024-01-01;2024-12-31;Conselho de Administração;5.92;4.92;657996.00;657996.00;648634.27;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular Anual 2025 CVM/SEP. A maior remuneração do Conselho de Administração foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual do Conselho de Administração foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício, com a exclusão de todos os membros que exerceram o cargo por menos de 12 meses. A remuneração média considera o total da remuneração anual percebida pelos membros do Conselho de Administração dividido pelo número de membros remunerados informado no item 8.2 acima.Todos os membros do Conselho recebem a mesma remuneração, entretanto tivemos algumas admissões no decorrer do exercício social encerrado em 31 de dezembro de 2024 e que influenciaram na proporcionalidade da média.
12.420.164/0001-57;2025-12-31;2;149343;CM HOSPITALAR S.A;2024-01-01;2024-12-31;Diretoria Estatutária;8.25;8.25;3162650.81;1133232.59;1450940.48;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular Anual 2025 CVM/SEP. A maior remuneração da Diretoria foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual da Diretoria foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício, com a exclusão de todos os membros que exerceram o cargo por menos de 12 meses. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria dividido pelo número de membros remunerados informado no item 8.2 acima.
12.420.164/0001-57;2025-12-31;2;149343;CM HOSPITALAR S.A;2023-01-01;2023-12-31;Conselho de Administração;5.00;4.00;657996.00;657996.00;657996.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular Anual 2024 CVM/SEP. A maior remuneração do Conselho de Administração foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual do Conselho de Administração foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício, com a exclusão de todos os membros que exerceram o cargo por menos de 12 meses. A remuneração média considera o total da remuneração anual percebida pelos membros do Conselho de Administração dividido pelo número de membros remunerados informado no item 8.2 acima.
12.420.164/0001-57;2025-12-31;2;149343;CM HOSPITALAR S.A;2023-01-01;2023-12-31;Diretoria Estatutária;7.41;7.41;5360695.74;1530990.98;2041845.49;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular Anual 2024 CVM/SEP. A maior remuneração da Diretoria foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual da Diretoria foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício, com a exclusão de todos os membros que exerceram o cargo por menos de 12 meses. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria dividido pelo número de membros remunerados informado no item 8.2 acima.
12.420.164/0001-57;2025-12-31;2;149343;CM HOSPITALAR S.A;2022-01-01;2022-12-31;Conselho de Administração;4.75;3.00;538664.00;538664.00;618218.67;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular Anual 2024 CVM/SEP. A maior remuneração do Conselho de Administração foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual do Conselho de Administração foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros do Conselho de Administração dividido pelo número de membros remunerados informado no item 8.2 acima.
12.420.164/0001-57;2025-12-31;2;149343;CM HOSPITALAR S.A;2022-01-01;2022-12-31;Diretoria Estatutária;6.25;6.25;3725491.52;1255133.96;3098131.36;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular Anual 2023 CVM/SEP. A maior remuneração da Diretoria foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual da Diretoria foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria dividido pelo número de membros remunerados informado no item 8.2 acima.
12.528.708/0001-07;2025-12-31;2;149246;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;3716400.00;888000.00;1996628.57;N/A
12.528.708/0001-07;2025-12-31;2;149246;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.58;4.58;605000.00;480000.00;516375.55;N/A
12.528.708/0001-07;2025-12-31;2;149246;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.83;6.58;1109283.00;720000.00;959970.82;Para cálculo da menor remuneração foram considerados apenas os membros que exerceram o cargo por mais de 12 meses. A maior remuneração foi recebida por membro que exerceu o cargo por 12 meses.
12.528.708/0001-07;2025-12-31;2;149246;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.42;5.33;535000.00;360000.00;423076.92;Para cálculo da menor remuneração foram considerados apenas os membros que exerceram o cargo por mais de 12 meses. A maior remuneração foi recebida por membro que exerceu o cargo por 12 meses.
12.528.708/0001-07;2025-12-31;2;149246;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;2800000.00;200000.00;809000.00;N/A
12.528.708/0001-07;2025-12-31;2;149246;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.67;5.67;816000.00;816000.00;815520.28;Apenas um membro ocupou o cargo por menos de 12 meses.
12.528.708/0001-07;2025-12-31;2;149246;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.75;0.75;21000.00;21000.00;21000.00;N/A
12.648.266/0001-24;2025-12-31;2;149579;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;A Companhia não possuía Conselho Fiscal instalado em 2022.
12.648.266/0001-24;2025-12-31;2;149579;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;668190.00;497586.20;555944.05;Foram excluídos dos cálculos de remuneração mínima os administradores que exerceram o cargo por menos de 12 meses. O membro que recebeu a maior remuneração exerceu suas funções na Companhia por 12 meses.
12.648.266/0001-24;2025-12-31;2;149579;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;960000.00;77202.84;396881.14;Foram excluídos dos cálculos de remuneração mínima os administradores que exerceram o cargo por menos de 12 meses. O membro que recebeu a maior remuneração exerceu suas funções na Companhia por 12 meses.
12.648.266/0001-24;2025-12-31;2;149579;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
12.648.266/0001-24;2025-12-31;2;149579;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;720000.00;264000.00;668421.96;
12.648.266/0001-24;2025-12-31;2;149579;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;8.00;440000.00;90000.00;212342.90;
12.648.266/0001-24;2025-12-31;2;149579;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;6.00;960000.00;264000.00;534355.56;
12.648.266/0001-24;2025-12-31;2;149579;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
12.648.327/0001-53;2025-12-31;3;149543;HIDROVIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;5.00;1224499.00;336000.00;572852.36;Para apuração da maior remuneração individual dos membros do Conselho de Administração foram considerados 5 membros remunerados que exerceram suas funções pelos doze meses do exercício social encerrado em 31/12/2022.O maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Foram excluídos dos cálculos da menor remuneração os administradores que exerceram o cargo por menos de 12 meses.
12.648.327/0001-53;2025-12-31;3;149543;HIDROVIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.50;3.50;3739302.00;3739302.00;3739302.00;Para apuração da maior remuneração individual dos membros da Diretoria Estatutária, foram considerados 1 membro que exerceu suas funções pelos doze meses do exercício social encerrado em 31/12/2022 e 3 membros que exerceram suas funções pelos últimos nove meses do exercício social encerrado em 31/12/2022.O maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Foram excluídos dos cálculos da menor remuneração os administradores que exerceram o cargo por menos de 12 meses.
12.648.327/0001-53;2025-12-31;3;149543;HIDROVIAS DO BRASIL S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;6.75;336000.00;84000.00;224280.25;Para apuração da maior remuneração individual dos membros do Conselho de Administração foram considerados 2 membros remunerados que exerceram suas funções pelos doze meses do exercício social encerrado em 31/12/2023, 2 membros remunerados que exerceram suas funções pelos últimos nove meses do exercício social encerrado em 31/12/2023, 4 membros remunerados que exerceram suas funções pelos últimos oito meses do exercício social encerrado em 31/12/2023, 1 membro remunerado que exerceu suas funções pelos últimos quatro meses do exercício social encerrado em 31/12/2023 e 1membro remunerado que exerceu suas funções pelos últimos três meses do exercício social encerrado em 31/12/2023.O maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Foram excluídos dos cálculos da menor remuneração os administradores que exerceram o cargo por menos de 12 meses.
12.648.327/0001-53;2025-12-31;3;149543;HIDROVIAS DO BRASIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;3917820.00;1394154.00;2231948.33;Para apuração da maior remuneração individual dos membros da Diretoria Estatutária, foram considerados 4 membros que exerceram suas funções pelos doze meses do exercício social encerrado em 31/12/2023.O maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Foram excluídos dos cálculos da menor remuneração os administradores que exerceram o cargo por menos de 12 meses.
12.648.327/0001-53;2025-12-31;3;149543;HIDROVIAS DO BRASIL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;2.00;71700.00;71700.00;71700.00;Para apuração da maior remuneração individual dos membros do Conselho Fiscal foram considerados 3 membros remunerados que exerceram suas funções pelos últimos oito meses do exercício social encerrado em 31/12/2023.O maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Foram excluídos dos cálculos da menor remuneração os administradores que exerceram o cargo por menos de 12 meses.
12.648.327/0001-53;2025-12-31;3;149543;HIDROVIAS DO BRASIL S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.42;7.42;336000.00;336000.00;336000.00;Para apuração da maior remuneração individual dos membros do Conselho de Administração foram considerados 2 membros remunerados que exerceram suas funções pelos doze meses do exercício social encerrado em 31/12/2024, 6 membros remunerados que exerceram suas funções pelos primeiros cinco meses do exercício social encerrado em 31/12/2024, e 5 membros remunerados que exerceram suas funções pelos últimos sete meses do exercício social encerrado em 31/12/2024.O maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Foram excluídos dos cálculos da menor remuneração os administradores que exerceram o cargo por menos de 12 meses.
12.648.327/0001-53;2025-12-31;3;149543;HIDROVIAS DO BRASIL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.67;3.67;2786450.00;2786450.00;2786450.00;Para apuração da maior remuneração individual dos membros da Diretoria Estatutária, foi considerado 1 membro que exerceu suas funções pelos doze meses do exercício social encerrado em 31/12/2024.O maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Foram excluídos dos cálculos da menor remuneração os administradores que exerceram o cargo por menos de 12 meses.
12.648.327/0001-53;2025-12-31;3;149543;HIDROVIAS DO BRASIL S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;108000.00;108000.00;108000.00;Para apuração da maior remuneração individual dos membros do Conselho Fiscal, foi considerado 1 membro que exerceu suas funções pelos doze meses do exercício social encerrado em 31/12/2024 2 membros remunerados que exerceram suas funções pelos primeiros cinco meses do exercício social encerrado em 31/12/2024 e 2 membros remunerados que exerceram suas funções pelos últimos sete meses do exercício social encerrado em 31/12/2024.O maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Foram excluídos dos cálculos da menor remuneração os administradores que exerceram o cargo por menos de 12 meses.
13.009.717/0001-46;2025-12-31;2;149285;BCO ESTADO DE SERGIPE S.A. - BANESE;2023-01-01;2023-12-31;Conselho de Administração;8.33;8.33;110323.55;110323.55;110323.55;
13.009.717/0001-46;2025-12-31;2;149285;BCO ESTADO DE SERGIPE S.A. - BANESE;2024-01-01;2024-12-31;Conselho Fiscal;4.00;4.00;34572.02;34572.02;34572.02;
13.009.717/0001-46;2025-12-31;2;149285;BCO ESTADO DE SERGIPE S.A. - BANESE;2023-01-01;2023-12-31;Diretoria Estatutária;5.33;5.33;846397.74;470877.94;782518.85;
13.009.717/0001-46;2025-12-31;2;149285;BCO ESTADO DE SERGIPE S.A. - BANESE;2023-01-01;2023-12-31;Conselho Fiscal;4.20;4.20;41720.91;41720.91;41720.91;
13.009.717/0001-46;2025-12-31;2;149285;BCO ESTADO DE SERGIPE S.A. - BANESE;2022-01-01;2022-12-31;Conselho de Administração;8.00;8.00;99605.24;99605.24;99605.24;
13.009.717/0001-46;2025-12-31;2;149285;BCO ESTADO DE SERGIPE S.A. - BANESE;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;870796.58;702577.14;772450.19;
13.009.717/0001-46;2025-12-31;2;149285;BCO ESTADO DE SERGIPE S.A. - BANESE;2022-01-01;2022-12-31;Conselho Fiscal;4.90;4.90;38630.51;38630.51;38630.51;
13.009.717/0001-46;2025-12-31;2;149285;BCO ESTADO DE SERGIPE S.A. - BANESE;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;1030612.41;777800.44;862758.47;
13.009.717/0001-46;2025-12-31;2;149285;BCO ESTADO DE SERGIPE S.A. - BANESE;2024-01-01;2024-12-31;Conselho de Administração;8.67;8.67;121267.56;121267.56;121267.56;
13.217.485/0001-11;2025-12-31;1;148533;GRUPO SBF S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;7.00;7011286.00;257400.00;1355183.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2023-CVM/SEP. A maior remuneração do Conselho de Administração foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual do Conselho de Administração e da Diretoria foi percebida por membros que exerceram a função durante os 12 meses do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros do Conselho de Administração e da Diretoria dividido pelo número de membros remunerados informado nesta Seção 8.
13.217.485/0001-11;2025-12-31;1;148533;GRUPO SBF S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.17;6.17;4969758.00;1640715.00;3070371.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2023-CVM/SEP. A maior remuneração do Conselho de Administração foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual do Conselho de Administração e da Diretoria foi percebida por membros que exerceram a função durante os 12 meses do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros do Conselho de Administração e da Diretoria dividido pelo número de membros remunerados informado nesta Seção 8.
13.217.485/0001-11;2025-12-31;1;148533;GRUPO SBF S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.08;3.00;4944666.00;2113993.00;3303738.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2024-CVM/SEP. A maior remuneração do Conselho de Administração foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual do Conselho de Administração e da Diretoria foi percebida por membros que exerceram a função durante os 12 meses do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros do Conselho de Administração e da Diretoria dividido pelo número de membros remunerados informado nesta Seção 8.
13.217.485/0001-11;2025-12-31;1;148533;GRUPO SBF S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.67;10.33;7443421.00;157800.00;1018783.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2024-CVM/SEP. A maior remuneração do Conselho de Administração foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual do Conselho de Administração e da Diretoria foi percebida por membros que exerceram a função durante os 12 meses do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros do Conselho de Administração e da Diretoria dividido pelo número de membros remunerados informado nesta Seção 8.
13.217.485/0001-11;2025-12-31;1;148533;GRUPO SBF S.A.;2024-01-01;2024-12-31;Conselho de Administração;12.00;12.00;7901749.00;216000.00;1002446.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2025-CVM/SEP. A maior remuneração do Conselho de Administração foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual do Conselho de Administração e da Diretoria foi percebida por membros que exerceram a função durante os 12 meses do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros do Conselho de Administração e da Diretoria dividido pelo número de membros remunerados informado nesta Seção 8.
13.217.485/0001-11;2025-12-31;1;148533;GRUPO SBF S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.25;3.25;7629016.00;2414373.00;3524740.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2025-CVM/SEP. A maior remuneração do Conselho de Administração foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual do Conselho de Administração e da Diretoria foi percebida por membros que exerceram a função durante os 12 meses do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros do Conselho de Administração e da Diretoria dividido pelo número de membros remunerados informado nesta Seção 8.
13.444.994/0001-87;2025-12-31;1;148988;MLOG S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
13.444.994/0001-87;2025-12-31;1;148988;MLOG S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;1540081.05;993517.17;1092009.90;O valor da remuneração mínima foi apurado com a exclusão de membros da diretoria e do conselho que exerceram seus cargos por menos de 12 meses.
13.444.994/0001-87;2025-12-31;1;148988;MLOG S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;4.00;670291.20;255744.00;371476.80;O valor da remuneração mínima foi apurado com a exclusão de membros da diretoria e do conselho que exerceram seus cargos por menos de 12 meses.
13.444.994/0001-87;2025-12-31;1;148988;MLOG S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
13.444.994/0001-87;2025-12-31;1;148988;MLOG S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;1004308.56;564960.32;745340.51;O valor da remuneração mínima foi apurado com a exclusão de membros da diretoria e do conselho que exerceram seus cargos por menos de 12 meses.
13.444.994/0001-87;2025-12-31;1;148988;MLOG S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;4.00;1752345.40;251596.80;819459.41;O valor da remuneração mínima foi apurado com a exclusão de membros da diretoria e do conselho que exerceram seus cargos por menos de 12 meses.
13.444.994/0001-87;2025-12-31;1;148988;MLOG S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
13.444.994/0001-87;2025-12-31;1;148988;MLOG S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;1218745.65;548136.41;779293.38;O valor da remuneração mínima foi apurado com base na remuneração fixa e benefícios pagos pelo Emissor e controladas no período de janeiro a dezembro de 2024.
13.444.994/0001-87;2025-12-31;1;148988;MLOG S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.00;4.00;2028848.46;264983.04;1596290.41;O valor da remuneração mínima foi apurado com base na remuneração fixa e benefícios pagos pelo Emissor e controladas no período de janeiro a dezembro de 2024.
13.574.594/0001-96;2025-12-31;1;148948;ZAMP SA;2024-01-01;2024-12-31;Conselho de Administração;6.17;6.17;718200.00;280000.00;525594.60;
13.574.594/0001-96;2025-12-31;1;148948;ZAMP SA;2024-01-01;2024-12-31;Conselho Fiscal;1.00;1.00;36250.00;36250.00;87000.00;
13.574.594/0001-96;2025-12-31;1;148948;ZAMP SA;2024-01-01;2024-12-31;Diretoria Estatutária;6.50;6.50;12673364.94;7102388.81;6957484.25;
13.574.594/0001-96;2025-12-31;1;148948;ZAMP SA;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;261000.00;261000.00;261000.00;
13.574.594/0001-96;2025-12-31;1;148948;ZAMP SA;2023-01-01;2023-12-31;Conselho de Administração;7.00;6.00;816000.00;576000.00;628000.00;
13.574.594/0001-96;2025-12-31;1;148948;ZAMP SA;2023-01-01;2023-12-31;Diretoria Estatutária;6.42;6.42;2329558.39;1081951.17;1370768.16;
13.574.594/0001-96;2025-12-31;1;148948;ZAMP SA;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.75;648000.00;576000.00;513391.30;
13.574.594/0001-96;2025-12-31;1;148948;ZAMP SA;2022-01-01;2022-12-31;Diretoria Estatutária;6.17;6.17;4254977.36;1585865.88;2259828.91;
13.574.594/0001-96;2025-12-31;1;148948;ZAMP SA;2022-01-01;2022-12-31;Conselho Fiscal;2.00;2.00;104400.00;104400.00;104400.00;
13.783.221/0004-78;2025-12-31;1;147451;MADERO INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.92;7.92;13100866.50;1140370.56;5364169.01;Valor da menor remuneração apurado com exclusão de membros do órgão de diretoria estatutária e Conselho de Administração que atuaram por menos de 12 meses, conforme Ofício Circular/ CVM/ SEP/nº1/2021.
13.783.221/0004-78;2025-12-31;1;147451;MADERO INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;2.00;396219.60;316975.68;356597.64;Valor da menor remuneração apurado com exclusão de membros do órgão de diretoria estatutária e Conselho de Administração que atuaram por menos de 12 meses, conforme Ofício Circular/ CVM/ SEP/nº1/2021.
13.783.221/0004-78;2025-12-31;1;147451;MADERO INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;8.00;5861317.38;691105.76;27177357.84;Valor da menor remuneração apurado com exclusão de membros do órgão de diretoria estatutária e Conselho de Administração que atuaram por menos de 12 meses, conforme Ofício Circular/ CVM/ SEP/nº1/2021.
13.783.221/0004-78;2025-12-31;1;147451;MADERO INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;2.00;360000.00;288000.00;324000.00;Valor da menor remuneração apurado com exclusão de membros do órgão de diretoria estatutária e Conselho de Administração que atuaram por menos de 12 meses, conforme Ofício Circular/ CVM/ SEP/nº1/2021.
13.783.221/0004-78;2025-12-31;1;147451;MADERO INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;9.00;4938403.83;1042805.11;2051817.73;Valor da menor remuneração apurado com exclusão de membros do órgão de diretoria estatutária e Conselho de Administração que atuaram por menos de 12 meses, conforme Ofício Circular/ CVM/ SEP/nº1/2021.
13.783.221/0004-78;2025-12-31;1;147451;MADERO INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;2.00;378000.00;302400.00;340200.00;Valor da menor remuneração apurado com exclusão de membros do órgão de diretoria estatutária e Conselho de Administração que atuaram por menos de 12 meses, conforme Ofício Circular/ CVM/ SEP/nº1/2021.
14.110.585/0001-07;2025-12-31;5;149553;MÉLIUZ S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
14.110.585/0001-07;2025-12-31;5;149553;MÉLIUZ S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.83;7.83;3445647.11;601440.05;1710340.38;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social. A maior remuneração acima destacada inclui todos os elementos que compõem a remuneração do executivo.O valor mínimo da remuneração foi apurado considerando a exclusão de membros do órgão que não cumpriram 12 meses completos, conforme disposto no Ofício Circular Anual 2025 SEP/CVM.
