CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Bonus_Valor_Minimo;Bonus_Valor_Maximo;Bonus_Valor_Metas_Atingidas;Bonus_Valor_Efetivo;Participacao_Valor_Minimo;Participacao_Valor_Maximo;Participacao_Valor_Metas_Atingidas;Participacao_Valor_Efetivo
32.021.201/0001-61;2025-12-31;2;149424;ORIGEM ENERGIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;3.00;0.00;13965000.00;5000000.00;0.00;0.00;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;2;149424;ORIGEM ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;2;149424;ORIGEM ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;15153017.24;0.00;13965000.00;0.00;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;2;149424;ORIGEM ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;2;149424;ORIGEM ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;13000000.00;13000000.00;13915517.24;0.00;0.00;0.00;13915517.24
32.021.201/0001-61;2025-12-31;2;149424;ORIGEM ENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;2;149424;ORIGEM ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;2;149424;ORIGEM ENERGIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;2;149424;ORIGEM ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.00;12300000.00;12300000.00;7400000.00;0.00;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;1;149121;VIX LOGÍSTICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;1;149121;VIX LOGÍSTICA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;1;149121;VIX LOGÍSTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.08;8.08;3979517.00;5692000.00;3979517.00;0.00;0.00;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;1;149121;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;1;149121;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;9.00;0.00;1751118.00;1751118.00;1751118.00;0.00;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;1;149121;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;1;149121;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;1;149121;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.75;9.75;0.00;6132220.76;6132220.76;6132220.76;0.00;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;1;149121;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;1;149121;VIX LOGÍSTICA S.A.;2025-01-01;2025-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;1;149121;VIX LOGÍSTICA S.A.;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;1;149121;VIX LOGÍSTICA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;6.00;503742.00;503742.00;503742.00;0.00;0.00;0.00;0.00;0.00
32.785.497/0001-97;2025-12-31;1;148944;NATURA &CO HOLDING S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.50;8.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.785.497/0001-97;2025-12-31;1;148944;NATURA &CO HOLDING S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;4.00;0.00;0.00;0.00;0.00;9899133.00;15689854.00;11829373.00;12065524.00
32.785.497/0001-97;2025-12-31;1;148944;NATURA &CO HOLDING S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.785.497/0001-97;2025-12-31;1;148944;NATURA &CO HOLDING S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.17;10.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.785.497/0001-97;2025-12-31;1;148944;NATURA &CO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;4.00;0.00;0.00;0.00;0.00;7278.60;14557.10;9704.70;9140.17
32.785.497/0001-97;2025-12-31;1;148944;NATURA &CO HOLDING S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.785.497/0001-97;2025-12-31;1;148944;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.50;1.00;8271.80;16543.70;11029.10;10062.00;0.00;0.00;0.00;0.00
32.785.497/0001-97;2025-12-31;1;148944;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.67;4.67;0.00;0.00;0.00;0.00;6405.10;12810.20;8540.10;7702.64
32.785.497/0001-97;2025-12-31;1;148944;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.785.497/0001-97;2025-12-31;1;148944;NATURA &CO HOLDING S.A.;2025-01-01;2025-12-31;Conselho de Administração;8.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32.785.497/0001-97;2025-12-31;1;148944;NATURA &CO HOLDING S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.42;4.00;0.00;0.00;0.00;0.00;10686260.00;16644521.00;15538535.00;0.00
33.035.536/0001-00;2025-12-31;1;148634;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;2.00;1200000.00;5000000.00;0.00;0.00;0.00;0.00;0.00;0.00
33.035.536/0001-00;2025-12-31;1;148634;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;5000000.00;1200000.00;0.00;0.00;0.00;0.00
33.035.536/0001-00;2025-12-31;1;148634;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;3000000.00;5000000.00;0.00;300000.00;0.00;0.00;0.00;0.00
33.035.536/0001-00;2025-12-31;1;148634;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.040.601/0001-87;2025-12-31;1;148879;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.040.601/0001-87;2025-12-31;1;148879;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.040.601/0001-87;2025-12-31;1;148879;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Conselho Fiscal;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.040.601/0001-87;2025-12-31;1;148879;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.040.601/0001-87;2025-12-31;1;148879;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.040.601/0001-87;2025-12-31;1;148879;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Conselho Fiscal;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.040.601/0001-87;2025-12-31;1;148879;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.040.601/0001-87;2025-12-31;1;148879;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0.00;2000000.00;2000000.00;1000000.00;0.00;0.00;0.00;0.00
33.040.601/0001-87;2025-12-31;1;148879;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2024-01-01;2024-12-31;Conselho Fiscal;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.040.601/0001-87;2025-12-31;1;148879;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2025-01-01;2025-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.040.601/0001-87;2025-12-31;1;148879;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;5.00;0.00;3500000.00;3500000.00;0.00;0.00;2500000.00;2500000.00;0.00
33.040.601/0001-87;2025-12-31;1;148879;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2025-01-01;2025-12-31;Conselho Fiscal;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.041.260/0652-90;2025-12-31;1;148607;GRUPO CASAS BAHIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.33;4.33;12481000.00;12813932.37;12813932.37;0.00;0.00;16309810.00;13591508.33;0.00
33.041.260/0652-90;2025-12-31;1;148607;GRUPO CASAS BAHIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.44;4.44;11092000.00;11092000.00;11092000.00;11092000.00;0.00;17292027.60;14410023.00;14596822.67
33.041.260/0652-90;2025-12-31;1;148607;GRUPO CASAS BAHIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.58;2.00;0.00;0.00;0.00;20920800.00;0.00;28791000.00;19194000.00;8470000.00
33.041.260/0652-90;2025-12-31;1;148607;GRUPO CASAS BAHIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;0.00;36560000.00;18280000.00;0.00
33.042.730/0001-04;2025-12-31;3;149288;CIA SIDERURGICA NACIONAL;2025-01-01;2025-12-31;Diretoria Estatutária;9.00;9.00;0.00;70811565.37;59009637.81;0.00;0.00;0.00;0.00;0.00
33.042.730/0001-04;2025-12-31;3;149288;CIA SIDERURGICA NACIONAL;2024-01-01;2024-12-31;Diretoria Estatutária;7.90;7.90;0.00;63878086.00;53231738.33;37262216.83;0.00;0.00;0.00;0.00
33.042.730/0001-04;2025-12-31;3;149288;CIA SIDERURGICA NACIONAL;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.00;66049999.85;55041666.54;33740541.59;0.00;0.00;0.00;0.00
33.042.730/0001-04;2025-12-31;3;149288;CIA SIDERURGICA NACIONAL;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;0.00;83678621.00;69732184.00;52996460.00;0.00;0.00;0.00;0.00
33.050.071/0001-58;2025-12-31;2;149359;AMPLA ENERGIA E SERVICOS S.A.;2025-01-01;2025-12-31;Conselho de Administração;6.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.050.071/0001-58;2025-12-31;2;149359;AMPLA ENERGIA E SERVICOS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;8.00;8.00;0.00;7119803.77;5933169.81;0.00;0.00;0.00;0.00;0.00
33.050.071/0001-58;2025-12-31;2;149359;AMPLA ENERGIA E SERVICOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.050.071/0001-58;2025-12-31;2;149359;AMPLA ENERGIA E SERVICOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;10.00;2.00;0.00;1014448.11;845373.42;498856.27;0.00;0.00;0.00;0.00
33.050.071/0001-58;2025-12-31;2;149359;AMPLA ENERGIA E SERVICOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.050.071/0001-58;2025-12-31;2;149359;AMPLA ENERGIA E SERVICOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;2.00;0.00;910797.93;645148.53;758998.27;0.00;0.00;0.00;0.00
33.050.071/0001-58;2025-12-31;2;149359;AMPLA ENERGIA E SERVICOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.050.071/0001-58;2025-12-31;2;149359;AMPLA ENERGIA E SERVICOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;10.00;2.00;0.00;910797.93;656148.53;758998.27;0.00;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;2;149349;MONTEIRO ARANHA S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;2;149349;MONTEIRO ARANHA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;2632500.00;1800000.00;1017999.96;0.00;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;2;149349;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;2;149349;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;1017999.96;921990.85;1430387.88;0.00;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;2;149349;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;2;149349;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;2.00;0.00;900000.00;589223.44;589223.44;0.00;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;2;149349;MONTEIRO ARANHA S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;2;149349;MONTEIRO ARANHA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;3.00;0.00;1806000.00;1204000.00;0.00;0.00;0.00;0.00;0.00
33.113.309/0001-47;2025-12-31;1;148659;VALID SOLUÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.113.309/0001-47;2025-12-31;1;148659;VALID SOLUÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.113.309/0001-47;2025-12-31;1;148659;VALID SOLUÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;1275828.75;637914.38;1214848.25;1794544.50;5383633.50;3589089.00;5663633.50
33.113.309/0001-47;2025-12-31;1;148659;VALID SOLUÇÕES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.113.309/0001-47;2025-12-31;1;148659;VALID SOLUÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.113.309/0001-47;2025-12-31;1;148659;VALID SOLUÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;960307.90;4801539.50;3201026.33;1112539.29;335183.00;335183.00;335183.00;4338963.14
33.113.309/0001-47;2025-12-31;1;148659;VALID SOLUÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.113.309/0001-47;2025-12-31;1;148659;VALID SOLUÇÕES S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.113.309/0001-47;2025-12-31;1;148659;VALID SOLUÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;1794544.50;5383633.50;3589089.00;5663633.50;0.00;1275828.75;637914.38;1214848.25
33.130.691/0001-05;2025-12-31;7;149572;WILSON SONS S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;6.00;0.00;5855228.03;3743200.00;11000349.97;0.00;0.00;0.00;0.00
33.130.691/0001-05;2025-12-31;7;149572;WILSON SONS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.25;3.25;0.00;0.00;0.00;0.00;0.00;18104739.25;15405561.64;31485824.06
33.130.691/0001-05;2025-12-31;7;149572;WILSON SONS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;6.00;0.00;6555228.03;3743200.00;6173300.04;0.00;0.00;0.00;0.00
33.130.691/0001-05;2025-12-31;7;149572;WILSON SONS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;0.00;17404739.25;15405561.64;15446864.66
33.130.691/0001-05;2025-12-31;7;149572;WILSON SONS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0.00;7737166.64;4697117.70;3219199.20;0.00;0.00;0.00;0.00
33.130.691/0001-05;2025-12-31;7;149572;WILSON SONS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;4.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.130.691/0001-05;2025-12-31;7;149572;WILSON SONS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;0.00;22670748.77;14794259.70;9998527.08
33.130.691/0001-05;2025-12-31;7;149572;WILSON SONS S.A.;2025-01-01;2025-12-31;Conselho de Administração;6.00;6.00;0.00;11967698.00;10879725.68;0.00;0.00;0.00;0.00;0.00
33.130.691/0001-05;2025-12-31;7;149572;WILSON SONS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;34515803.00;31378002.64;0.00
33.228.024/0001-51;2025-12-31;1;149029;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;5444.00;0.00;0.00;0.00;0.00;0.00
33.228.024/0001-51;2025-12-31;1;149029;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;6.00;0.00;0.00;5444091.59;0.00;0.00;0.00;0.00;0.00
33.228.024/0001-51;2025-12-31;1;149029;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.228.024/0001-51;2025-12-31;1;149029;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.228.024/0001-51;2025-12-31;1;149029;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.00;0.00;3837961.84;3739129.68;0.00;0.00;0.00;0.00
33.228.024/0001-51;2025-12-31;1;149029;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.228.024/0001-51;2025-12-31;1;149029;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.228.024/0001-51;2025-12-31;1;149029;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0.00;0.00;3207716.04;3207716.04;0.00;0.00;0.00;0.00
33.228.024/0001-51;2025-12-31;1;149029;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.256.439/0001-39;2025-12-31;1;148906;ULTRAPAR PARTICIPACOES S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.256.439/0001-39;2025-12-31;1;148906;ULTRAPAR PARTICIPACOES S.A.;2024-01-01;2024-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.256.439/0001-39;2025-12-31;1;148906;ULTRAPAR PARTICIPACOES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;0.00;22066500.00;15650000.00;16148600.00
33.256.439/0001-39;2025-12-31;1;148906;ULTRAPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.256.439/0001-39;2025-12-31;1;148906;ULTRAPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.256.439/0001-39;2025-12-31;1;148906;ULTRAPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.30;5.30;0.00;0.00;0.00;0.00;0.00;22884300.00;16230000.00;20871900.01
33.256.439/0001-39;2025-12-31;1;148906;ULTRAPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.256.439/0001-39;2025-12-31;1;148906;ULTRAPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.256.439/0001-39;2025-12-31;1;148906;ULTRAPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.25;6.25;0.00;0.00;0.00;0.00;0.00;27283500.00;19350000.00;25756373.70
33.256.439/0001-39;2025-12-31;1;148906;ULTRAPAR PARTICIPACOES S.A.;2025-01-01;2025-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.256.439/0001-39;2025-12-31;1;148906;ULTRAPAR PARTICIPACOES S.A.;2025-01-01;2025-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.256.439/0001-39;2025-12-31;1;148906;ULTRAPAR PARTICIPACOES S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;0.00;15381502.00;10907866.67;0.00
33.352.394/0001-04;2025-12-31;1;145469;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2024-01-01;2024-12-31;Conselho de Administração;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.352.394/0001-04;2025-12-31;1;145469;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2024-01-01;2024-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.352.394/0001-04;2025-12-31;1;145469;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.352.394/0001-04;2025-12-31;1;145469;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2023-01-01;2023-12-31;Conselho de Administração;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.352.394/0001-04;2025-12-31;1;145469;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2023-01-01;2023-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.352.394/0001-04;2025-12-31;1;145469;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.352.394/0001-04;2025-12-31;1;145469;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Conselho de Administração;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.352.394/0001-04;2025-12-31;1;145469;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.352.394/0001-04;2025-12-31;1;145469;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
33.376.989/0001-91;2025-12-31;1;148986;IRB - BRASIL RESSEGUROS S.A.;2025-01-01;2025-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
