CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
24.230.275/0001-80;2025-12-31;2;149045;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2025-01-01;2025-12-31;32735125.30;Diretoria Estatutária;7.00;31730767.98;7.00;8398955.87;515963.78;0.00;0.00;N/A;13290739.74;8398955.87;0.00;0.00;0.00;N/A;0.00;0.00;1126152.72;INSS: Os valores de remuneração informados deverão ser líquidos de encargos sociais que sejam ônus do empregador. Conforme entendimento exarado pelo Colegiado da CVM em reunião realizada em 08.12.2020 (Processo nº 19957.007457/2018-10), os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, não integrando os montantes de remuneração global ou individual sujeitos à aprovação pela assembleia geral, tratamento a ser refletido tanto na Proposta de Remuneração quanto no Formulário de Referência, sem prejuízo da divulgação apartada, no Formulário de Referência, dos montantes dos referidos encargos sociais incidentes sobre a remuneração dos administradores da Companhia, como informação complementar, a critério da Companhia. Nesse sentido, a Companhia não deve divulgar os encargos sociais de seu ônus nas tabelas de remuneração desse item, mas se desejar divulgá-los, pode fazê-lo no item 8.20 ("Outras informações que o emissor julgue relevantes").
24.230.275/0001-80;2025-12-31;2;149045;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2025-01-01;2025-12-31;32735125.30;Conselho Fiscal;3.00;347061.67;3.00;347061.67;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;INSS: Os valores de remuneração informados deverão ser líquidos de encargos sociais que sejam ônus do empregador. Conforme entendimento exarado pelo Colegiado da CVM em reunião realizada em 08.12.2020 (Processo nº 19957.007457/2018-10), os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, não integrando os montantes de remuneração global ou individual sujeitos à aprovação pela assembleia geral, tratamento a ser refletido tanto na Proposta de Remuneração quanto no Formulário de Referência, sem prejuízo da divulgação apartada, no Formulário de Referência, dos montantes dos referidos encargos sociais incidentes sobre a remuneração dos administradores da Companhia, como informação complementar, a critério da Companhia. Nesse sentido, a Companhia não deve divulgar os encargos sociais de seu ônus nas tabelas de remuneração desse item, mas se desejar divulgá-los, pode fazê-lo no item 8.20 ("Outras informações que o emissor julgue relevantes").
24.396.489/0001-20;2025-12-31;1;148954;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;13217836.00;Diretoria Estatutária;6.00;12684503.00;6.00;7082598.00;247095.00;0.00;0.00;;2998439.00;1564584.00;0.00;0.00;0.00;;791787.00;0.00;0.00;Conforme disposto no Ofício-Circular/Anual-2025-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
24.396.489/0001-20;2025-12-31;1;148954;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;13217836.00;Conselho de Administração;14.00;533333.00;4.00;533333.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício-Circular/Anual-2025-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
24.396.489/0001-20;2025-12-31;1;148954;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;22001761.00;Diretoria Estatutária;5.42;21645494.00;5.42;9951057.00;247000.00;0.00;0.00;-;10118348.00;1092089.00;0.00;0.00;0.00;-;237000.00;0.00;0.00;CConforme disposto no Ofício-Circular/Anual-2025-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
24.396.489/0001-20;2025-12-31;1;148954;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;22001761.00;Conselho de Administração;12.00;356267.00;2.00;356267.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício-Circular/Anual-2025-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
24.396.489/0001-20;2025-12-31;1;148954;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;20033781.00;Diretoria Estatutária;5.00;19263112.00;5.00;9081603.00;280313.00;0.00;0.00;-;7095677.00;2541441.00;0.00;0.00;0.00;-;264078.00;0.00;0.00;Conforme disposto no Ofício-Circular/Anual-2025-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
24.396.489/0001-20;2025-12-31;1;148954;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;20033781.00;Conselho de Administração;13.00;770669.00;4.00;770669.00;0.00;0.00;0.00;Conforme disposto no Ofício-Circular/Anual-2025-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;-
24.396.489/0001-20;2025-12-31;1;148954;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2025-01-01;2025-12-31;29035500.00;Diretoria Estatutária;5.00;28229100.00;5.00;9794327.00;284096.00;0.00;0.00;;15102831.00;3047846.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício-Circular/Anual-2025-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
24.396.489/0001-20;2025-12-31;1;148954;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2025-01-01;2025-12-31;29035500.00;Conselho de Administração;14.00;806400.00;4.00;806400.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício-Circular/Anual-2025-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
24.624.490/0001-65;2025-12-31;1;148384;ARGO TRANSMISSÃO DE ENERGIA S/A;2022-01-01;2022-12-31;0.00;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP
24.624.490/0001-65;2025-12-31;1;148384;ARGO TRANSMISSÃO DE ENERGIA S/A;2023-01-01;2023-12-31;682431.56;Diretoria Estatutária;0.25;682431.56;0.25;260176.67;39745.20;0.00;137826.69;INSS;0.00;0.00;0.00;244683.00;0.00;Hiring Bônus;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP
24.624.490/0001-65;2025-12-31;1;148384;ARGO TRANSMISSÃO DE ENERGIA S/A;2023-01-01;2023-12-31;682431.56;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP
24.624.490/0001-65;2025-12-31;1;148384;ARGO TRANSMISSÃO DE ENERGIA S/A;2024-01-01;2024-12-31;4136881.49;Diretoria Estatutária;2.17;4136881.49;2.17;2362100.00;352301.74;0.00;890000.96;INSS;166980.80;0.00;0.00;365497.99;0.00;Hiring Bonus;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP
24.624.490/0001-65;2025-12-31;1;148384;ARGO TRANSMISSÃO DE ENERGIA S/A;2024-01-01;2024-12-31;4136881.49;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP
24.624.490/0001-65;2025-12-31;1;148384;ARGO TRANSMISSÃO DE ENERGIA S/A;2025-01-01;2025-12-31;7228109.01;Diretoria Estatutária;3.00;7228109.01;3.00;3590040.00;638135.22;0.00;1413246.54;INSS;1315868.68;0.00;0.00;270818.57;0.00;Hiring Bonus;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP
24.624.490/0001-65;2025-12-31;1;148384;ARGO TRANSMISSÃO DE ENERGIA S/A;2025-01-01;2025-12-31;7228109.01;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP
24.624.551/0001-94;2025-12-31;1;148391;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;2022-01-01;2022-12-31;0.00;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A*;0.00;0.00;0.00;0.00;0.00;N/A*;0.00;0.00;0.00;N/A*
24.624.551/0001-94;2025-12-31;1;148391;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;682431.56;Diretoria Estatutária;0.25;682431.56;0.25;260176.67;39745.20;0.00;137826.69;INSS;0.00;0.00;0.00;244683.00;0.00;Hiring Bonus;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP
24.624.551/0001-94;2025-12-31;1;148391;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;682431.56;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP
24.624.551/0001-94;2025-12-31;1;148391;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;2024-01-01;2024-12-31;4136881.49;Diretoria Estatutária;2.17;4136881.49;2.17;2362100.00;352301.74;0.00;890000.96;INSS;166980.80;0.00;0.00;365497.99;0.00;Hiring Bonus;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP
24.624.551/0001-94;2025-12-31;1;148391;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;2024-01-01;2024-12-31;4136881.49;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP
24.624.551/0001-94;2025-12-31;1;148391;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;2025-01-01;2025-12-31;7228109.01;Diretoria Estatutária;3.00;7228109.01;3.00;3590040.00;638135.22;0.00;1413246.54;INSS;1315868.68;0.00;0.00;270818.57;0.00;Hiring Bonus;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP
24.624.551/0001-94;2025-12-31;1;148391;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;2025-01-01;2025-12-31;7228109.01;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP;0.00;0.00;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP
24.921.465/0001-43;2025-12-31;1;148709;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;2795629.62;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0
24.921.465/0001-43;2025-12-31;1;148709;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;2795629.62;Diretoria Estatutária;2.25;2795629.62;2.25;1477412.33;19960.02;0.00;0.00;;1298257.27;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
24.921.465/0001-43;2025-12-31;1;148709;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;2795629.62;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0
24.921.465/0001-43;2025-12-31;1;148709;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;2664413.46;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;Membros não remunerados;0.00;0.00;0.00;0.00;0.00;Membros não remunerados;0.00;0.00;0.00;Membros não remunerados
24.921.465/0001-43;2025-12-31;1;148709;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;2664413.46;Diretoria Estatutária;3.00;2664413.46;3.00;1784742.58;27952.88;0.00;0.00;Pró-labore;851718.00;0.00;0.00;0.00;0.00;Membros não remunerados;0.00;0.00;0.00;Membros não remunerados
24.921.465/0001-43;2025-12-31;1;148709;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;2664413.46;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0
24.921.465/0001-43;2025-12-31;1;148709;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;4310000.00;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
24.921.465/0001-43;2025-12-31;1;148709;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;4310000.00;Diretoria Estatutária;4.00;4310000.00;4.00;1879000.00;0.00;0.00;0.00;.;2431000.00;0.00;0.00;0.00;0.00;(*) Valores mensais são registrados na contabilidade pelo regime de competência, todavia a mensuração do atingimento ou não é anual;0.00;0.00;0.00;0
24.921.465/0001-43;2025-12-31;1;148709;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2025-01-01;2025-12-31;10348880.00;Diretoria Estatutária;6.00;10348880.00;6.00;5439333.00;361547.00;0.00;0.00;N/A;4548000.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
24.962.466/0001-36;2025-12-31;1;148861;RUMO MALHA NORTE S.A.;2022-01-01;2022-12-31;14879922.97;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76,, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2022;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76,, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2022;0.00;0.00;0.00;O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2022
24.962.466/0001-36;2025-12-31;1;148861;RUMO MALHA NORTE S.A.;2022-01-01;2022-12-31;14879922.97;Diretoria Estatutária;6.00;14879922.97;4.83;2714886.91;110930.90;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76,, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2022;2758455.97;4027962.39;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76,, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2022;217590.76;0.00;5050096.04;O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2022
24.962.466/0001-36;2025-12-31;1;148861;RUMO MALHA NORTE S.A.;2022-01-01;2022-12-31;14879922.97;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76,, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2022;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76,, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2022;0.00;0.00;0.00;O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2022
24.962.466/0001-36;2025-12-31;1;148861;RUMO MALHA NORTE S.A.;2023-01-01;2023-12-31;18136856.26;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP;0.00;0.00;0.00;O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2023
24.962.466/0001-36;2025-12-31;1;148861;RUMO MALHA NORTE S.A.;2023-01-01;2023-12-31;18136856.26;Diretoria Estatutária;5.00;18136856.26;5.00;3116377.87;304402.09;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP;1225838.07;6295188.12;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP;0.00;0.00;7195050.11;O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2023
24.962.466/0001-36;2025-12-31;1;148861;RUMO MALHA NORTE S.A.;2023-01-01;2023-12-31;18136856.26;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP;0.00;0.00;0.00;O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2023
24.962.466/0001-36;2025-12-31;1;148861;RUMO MALHA NORTE S.A.;2024-01-01;2024-12-31;24634048.77;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP;0.00;0.00;0.00;O número de membros foi apurado da forma especificada no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP
24.962.466/0001-36;2025-12-31;1;148861;RUMO MALHA NORTE S.A.;2024-01-01;2024-12-31;24634048.77;Diretoria Estatutária;4.17;24634048.77;4.17;3919272.50;353900.50;0.00;0.00;Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP;1121814.05;9778777.68;0.00;0.00;0.00;Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP;0.00;0.00;9460284.04;O número de membros foi apurado da forma especificada no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP
24.962.466/0001-36;2025-12-31;1;148861;RUMO MALHA NORTE S.A.;2024-01-01;2024-12-31;24634048.77;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP;0.00;0.00;0.00;O número de membros foi apurado da forma especificada no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP
24.962.466/0001-36;2025-12-31;1;148861;RUMO MALHA NORTE S.A.;2025-01-01;2025-12-31;25674000.01;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-10, os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-10, os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP;0.00;0.00;0.00;O número de membros foi apurado da forma especificada no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP
24.962.466/0001-36;2025-12-31;1;148861;RUMO MALHA NORTE S.A.;2025-01-01;2025-12-31;25674000.01;Diretoria Estatutária;4.00;25674000.01;4.00;4223966.57;424361.29;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-10, os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP;560132.00;15335633.92;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-10, os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP;0.00;0.00;5129906.23;O número de membros foi apurado da forma especificada no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP
24.962.466/0001-36;2025-12-31;1;148861;RUMO MALHA NORTE S.A.;2025-01-01;2025-12-31;25674000.01;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-10, os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-10, os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP;0.00;0.00;0.00;O número de membros foi apurado da forma especificada no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP
